"New Zealand","NZL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","97.6432","97.55127","97.41105","97.09391","96.95633","96.77475","96.357","95.92089","95.99975","95.97624","95.81176","95.62275","95.64098","95.39355","95.31928","95.0695","94.84808","94.79232","94.62576","92.43369","92.41652","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","","100","100","100","100","100","","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Other small states","OSS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.11992","99.12294","99.10389","99.31187","99.3231","99.09434","99.07505","98.95877","98.87966","98.9306","98.71946","98.87497","98.96886","99.05042","99.09158","99.10626","99.00644","98.92112","99.13531","98.98601","98.96678","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Panama","PAN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","65.99997","68.67455","67.59986","68.51566","","68.8736","70.73003","100","100.00126","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","94.23398","94.56443","94.96817","96.13374","96.21621","96.68036","98.97793","98.46834","98.21465","98.2022","97.53747","97.50391","97.405","97.06669","96.83532","96.26296","","","","","","","","","","","","","","","","","","",
"Philippines","PHL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","","100","100.00004","100","100","100","100","100","100","100","","","","","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","100","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","92.41078","","","","","","","","","","","","","","94.01307","","","","98.34401","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","99.82834","99.70643","99.58889","99.51222","99.43236","99.34367","99.2914","99.22918","99.19208","99.15862","99.129","100","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","98.00386","97.812","97.56685","97.271","97.30569","97.41942","97.44562","97.59181","97.55424","97.73208","97.56382","97.54495","97.42972","97.39653","97.19086","97.11254","97.22202","97.41277","97.76029","98.21736","98.38371","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","99.11875","99.1217","94.38471","99.12052","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.8056","99.84507","99.84973","99.74086","99.8516","99.79462","99.60839","98.31096","97.21577","95.12426","91.05319","91.47065","92.3467","93.00163","93.1878","92.583","92.58977","90.76348","92.0192","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.69266","99.73544","99.90514","99.96775","99.97884","99.98299","99.98022","99.98233","99.98674","99.92755","99.98124","99.96464","99.97161","99.96905","90.32039","","","","89.48589","","","","","","","","","","","","","","","","","","","","",
"West Bank and Gaza","PSE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.63132","99.6364","99.65451","99.45381","99.54432","99.86926","99.88452","99.91419","99.93046","99.94758","99.95777","99.96845","99.978","99.78263","99.77896","99.77478","99.76705","99.74542","99.68174","99.71292","99.70969","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","99.1565","99.1458","99.15523","99.12117","99.07211","99.00169","98.98896","98.21756","98.10146","98.35003","98.32366","98.54968","98.42404","98.39157","98.33526","98.37518","97.87044","97.9852","98.14738","95.41996","95.36905","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","98.81616","97.61306","100","100","100","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.54082","","","99.79272","99.79243","","","","99.78822","99.77873","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Senegal","SEN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","","96.25223","","","95.70761","95.92816","95.48074","95.92392","","","97.59636","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.40923","91.05247","91.35845","","","","","","","100","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","","","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","100","100","100","","100","100","100","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"San Marino","SMR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","98.55764","98.45087","98.25791","98.02783","98.03013","98.07358","98.0308","98.12741","98.08705","98.21877","98.09024","98.04483","97.94027","97.9068","97.75354","97.68934","97.72267","97.83431","98.14954","98.51244","98.63789","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","100","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","98.55844","98.4515","98.25858","98.02852","98.03076","98.07416","98.03138","98.12792","98.08755","98.21917","98.09068","98.04523","97.94065","97.90714","97.75386","97.68966","97.72296","97.83458","98.14977","98.51262","98.63806","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","98.11093","98.21989","98.24571","98.35987","98.34999","98.20225","98.16501","98.13879","98.15352","98.46789","98.30054","98.22662","98.18177","98.353","98.41517","98.46474","98.40985","98.32767","98.47682","98.27402","98.30558","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","68.72971","69.5809","","","67.86419","75.5477","69.84898","71.29872","72.56372","73.65296","74.86232","75.82572","77.1144","76.39688","76.83462","76.04266","77.14257","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.97674","99.97591","99.97994","99.97633","99.97166","99.97084","99.45898","99.40055","99.26536","99.23152","99.12699","98.99598","98.90433","98.77575","98.59039","98.87365","98.23348","97.96305","97.80159","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","99.04144","99.1065","99.14217","100","","","","","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","99.65276","96.70544","99.22551","100","100","100","100","","100","100","100","99.73253","99.61303","99.75081","100","99.35248","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.52525","","46.1039","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","","","","100","","","","","100","100","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.90687","99.91087","99.92438","99.93174","99.9374","99.84737","99.78364","99.87758","99.95527","99.97803","99.93393","99.944","99.9417","99.87187","99.90078","99.84474","","99.9226","99.97265","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.98878","99.98884","99.98886","99.98926","99.98967","99.98966","99.84148","99.39806","99.53732","99.76902","99.81856","99.86215","99.89892","99.94234","99.95146","99.98267","99.98278","99.98429","99.98944","99.98975","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.99599","99.99547","99.99546","99.99551","99.99601","99.99585","99.98107","99.92283","99.91314","99.90118","99.89315","99.88496","99.87833","99.87336","99.86872","99.81478","99.8228","99.8265","99.87272","99.87499","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","98.42705","98.44751","98.20624","98.4534","99.62677","99.64521","99.80906","99.727","99.64793","","","","","","","","","","99.70052","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Tajikistan","TJK","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Tokelau","TKL","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","96.80798","96.71667","96.42488","96.15099","96.02331","95.88597","94.84649","95.19848","95.45101","95.35085","95.17752","94.76185","95.07011","94.80883","94.75291","94.19845","94.15292","93.88936","93.40041","93.11588","93.16236","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.24454","98.06725","97.90636","98.06295","98.24661","98.48414","98.27264","98.27325","98.29225","98.14747","98.064","98.23251","98.63449","98.69407","98.45123","98.33949","98.52096","98.4991","98.29546","98.25285","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","98.0054","98.15483","","98.14433","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","98.55844","98.4515","98.25858","98.02852","98.03076","98.07416","98.03138","98.12792","98.08755","98.21917","98.09068","98.04523","97.94065","97.90714","97.75386","97.68966","97.72296","97.83458","98.14977","98.51262","98.63806","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","","100","95.75734","93.57603","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","90.03197","","86.82978","92.40748","94.75316","99.6159","","91.00313","90.93837","90.42209","90.33728","89.66798","88.66289","87.3515","","91.63264","98.93775","99.02145","93.21712","","","","","","","","","","","","","","","","","","","","",
"Turkey","TUR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Tuvalu","TUV","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","","100","100","","","","","","","","","","","","100","","100","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.05302","93.30926","","","92.63791","","","","99.69612","","","","","","","","","","","","","","","","","","","",
"Uganda","UGA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.06813","99.007","98.88855","98.86946","98.84476","98.61391","98.57186","98.30068","98.27595","98.32719","98.1542","98.27399","98.19625","98.18615","97.96811","97.88365","97.75526","97.57235","97.44501","97.46162","","","","","","","","","","","","","","","","","","","",
"Uruguay","URY","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","77.44757","84.8072","83.64117","84.06189","","","88.99989","89.92467","89.29737","94.37867","95.33589","91.09294","94.65232","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United States","USA","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","","",
"Uzbekistan","UZB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","75.21637","75.55364","81.7689","82.96801","84.98531","96.4741","","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"British Virgin Islands","VGB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","98.34254","99.15398","99.21997","92.78351","92.61448","92.82577","","97.34789","97.44361","97.19934","96.94042","97.99383","98.9781","100","100","100","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","96.6805","94.81241","95.57727","100","100","100","","","","100","100","97.98859","","","97.82135","","97.66216","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","99.2209","99.16426","99.10428","99.10062","99.09311","98.99687","98.86181","98.73318","98.80338","98.84038","98.81153","98.8327","98.82694","98.82027","98.7366","98.65588","98.66797","98.66583","98.30631","98.31818","","","","","","","","","","","","","","","","","","","",
"Samoa","WSM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","","100","100","100","100","","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","","","100","","100","100","100","100","","","100","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","100","100","","","","","","","","","","","","","","","","","","","","",
"Zambia","ZMB","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","","","","","","","","","","","","","","","","","","",
"Zimbabwe","ZWE","Share of female students in lower secondary education enrolled in general programmes (%)","UIS.GTVP.2.GPV.F","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","","","","","",
